ticker,sector,industry,cap_label,price,tech_score,fund_score,vol_bonus,total_score,rel_vol,return_1w,return_1m,return_3m,pct_from_high,rs_vs_spy,revenue_growth,gross_margins,tech_signals,fund_signals,repeat
PFG,Financial,Asset Management,Large,117.67,8,5,0,13,1.25,1.3%,6.2%,8.2%,-0.7%,0.062,0.064,0.47345,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders",False
PNTG,Healthcare,Medical Care Facilities,Small,39.62,8,5,0,13,2.38,1.1%,1.2%,18.5%,-6.7%,0.165,0.358,0.19590001,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, eps_positive, inst_holders",True
GFL,Industrials,Waste Management,Large,42.53,8,4,1,13,1.41,-0.7%,2.4%,21.2%,-10.2%,0.192,0.163,0.20212,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma50_cross_recent, last_vol_surge_up, rs_vs_spy, rs_line_rising, bb_compressed","revenue_yoy_10pct, revenue_positive, eps_positive, inst_holders",True
RNR,Financial,Insurance - Reinsurance,Large,327.12,8,4,1,13,1.37,0.8%,3.2%,9.5%,-3.1%,0.075,-0.132,0.45349,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rs_vs_spy, rs_line_rising, bb_compressed","eps_beat, gross_margin_healthy, eps_positive, inst_holders",False
HWC,Financial,Banks - Regional,Mid,74.95,8,4,1,13,1.31,-0.4%,-0.9%,7.4%,-5.4%,0.054,0.076,,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, last_vol_surge_up, rs_vs_spy, bb_compressed","earnings_accelerating, revenue_positive, eps_positive, inst_holders",False
SWKS,Technology,Semiconductors,Large,88.76,9,4,0,13,1.89,0.5%,29.6%,22.5%,-2.8%,0.205,-0.031,0.40734002,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, up_down_vol, rs_vs_spy, rs_line_rising","eps_beat, gross_margin_healthy, eps_positive, inst_holders",False
TWST,Healthcare,Biotechnology,Large,166.99,8,4,0,12,1.47,31.3%,17.3%,90.7%,0.0%,0.887,0.232,0.51965,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, gross_margin_healthy, inst_holders",False
PLUS,Technology,Software - Application,Mid,91.1,8,4,0,12,1.6,-0.8%,5.6%,11.7%,-5.8%,0.096,0.01,0.25062,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, rel_vol_high, rs_vs_spy, rs_line_rising","revenue_positive, eps_beat, eps_positive, inst_holders",False
SIG,Consumer Cyclical,Luxury Goods,Mid,100.38,8,4,0,12,1.47,0.1%,17.8%,14.2%,-4.6%,0.122,-0.005,0.39293,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma50_cross_recent, up_down_vol, rs_vs_spy, rs_line_rising","eps_beat, gross_margin_healthy, eps_positive, inst_holders",False
VZ,Communication Services,Telecom Services,Large,48.09,8,4,0,12,1.22,-5.0%,-2.6%,7.8%,-6.5%,0.058,-0.007,0.59453,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, ma50_cross_recent, rs_vs_spy","eps_beat, gross_margin_healthy, eps_positive, inst_holders",False
MTCH,Communication Services,Internet Content & Information,Mid,43.2,8,4,0,12,1.33,1.9%,8.8%,22.5%,-2.7%,0.205,-0.012,0.74872,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, rs_vs_spy, rs_line_rising","earnings_accelerating, gross_margin_healthy, eps_positive, inst_holders",False
SDGR,Healthcare,Health Information Services,Mid,29.02,8,4,0,12,3.34,52.6%,46.2%,84.1%,-4.0%,0.821,0.075,0.56869,"within_high_75, price_above_ma150, ma150_rising, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_positive, eps_beat, gross_margin_healthy, inst_holders",True
